Name,SecId,ISIN,"Inception 
Date","Monthly Return 
2022-10 
ZAR","Return (Day to Day) 
2022-10-01 
to 2022-11-01 
ZAR","Daily Return Index 
2022-09-30 
ZAR","Daily Return Index 
2022-10-01 
ZAR","Daily Return Index 
2022-10-02 
ZAR","Daily Return Index 
2022-10-03 
ZAR","Daily Return Index 
2022-10-04 
ZAR","Daily Return Index 
2022-10-05 
ZAR","Daily Return Index 
2022-10-06 
ZAR","Daily Return Index 
2022-10-07 
ZAR","Daily Return Index 
2022-10-08 
ZAR","Daily Return Index 
2022-10-09 
ZAR","Daily Return Index 
2022-10-10 
ZAR","Daily Return Index 
2022-10-11 
ZAR","Daily Return Index 
2022-10-12 
ZAR","Daily Return Index 
2022-10-13 
ZAR","Daily Return Index 
2022-10-14 
ZAR","Daily Return Index 
2022-10-15 
ZAR","Daily Return Index 
2022-10-16 
ZAR","Daily Return Index 
2022-10-17 
ZAR","Daily Return Index 
2022-10-18 
ZAR","Daily Return Index 
2022-10-19 
ZAR","Daily Return Index 
2022-10-20 
ZAR","Daily Return Index 
2022-10-21 
ZAR","Daily Return Index 
2022-10-22 
ZAR","Daily Return Index 
2022-10-23 
ZAR","Daily Return Index 
2022-10-24 
ZAR","Daily Return Index 
2022-10-25 
ZAR","Daily Return Index 
2022-10-26 
ZAR","Daily Return Index 
2022-10-27 
ZAR","Daily Return Index 
2022-10-28 
ZAR","Daily Return Index 
2022-10-29 
ZAR","Daily Return Index 
2022-10-30 
ZAR","Daily Return Index 
2022-10-31 
ZAR","Daily Return Index 
2022-11-01 
ZAR",P/B Ratio (TTM) (Long),P/B Ratio (TTM) (Short),P/C Ratio (TTM) (Long),P/C Ratio (TTM) (Short),P/E Ratio (TTM) (Long),"Dividend 
YTD",Dividend Yield (Long)
Bateleur Equity Prescient B3,F00000W8CB,ZAE000204210,01/04/2015,5.0818,7.3324,1.4642,1.4642,1.4642,1.4713,1.4988,1.5,1.5109,1.5037,1.5037,1.5037,1.5029,1.4956,1.4904,1.4786,1.5065,1.5065,1.5065,1.5119,1.532,1.5143,1.5046,1.5019,1.5019,1.5019,1.5011,1.5076,1.5365,1.549,1.543,1.543,1.543,1.5386,1.5715,1.43,,7.73,,8.02,,0.05
Bateleur Equity Prescient B5,F00000W8CD,ZAE000204236,01/04/2015,5.004,7.2539,1.3813,1.3813,1.3813,1.3879,1.4139,1.415,1.4252,1.4184,1.4184,1.4184,1.4175,1.4106,1.4057,1.3946,1.4208,1.4208,1.4208,1.4258,1.4447,1.4279,1.4189,1.4162,1.4162,1.4162,1.4153,1.4214,1.4487,1.4604,1.4547,1.4547,1.4547,1.4505,1.4815,1.43,,7.73,,8.02,,0.05
Bateleur Equity Prescient B6,F00000W8CE,ZAE000204244,01/04/2015,5.0252,7.2722,1.3868,1.3868,1.3868,1.3934,1.4194,1.4205,1.4308,1.4241,1.4241,1.4241,1.4232,1.4162,1.4113,1.4002,1.4265,1.4265,1.4265,1.4316,1.4506,1.4338,1.4246,1.422,1.422,1.422,1.4211,1.4273,1.4546,1.4664,1.4607,1.4607,1.4607,1.4565,1.4876,1.43,,7.73,,8.02,,0.05
Baymont FR Equity Fund A1,F000014IVU,ZAE000277885,20/09/2019,2.9509,4.5436,11.4411,11.4411,11.4411,11.4726,11.6767,11.7985,11.8813,11.802,11.802,11.802,11.6717,11.5811,11.531,11.4385,11.6289,11.6289,11.6289,11.6216,11.839,11.7114,11.6049,11.6076,11.6076,11.6076,11.5231,11.5161,11.6535,11.7549,11.7118,11.7118,11.7118,11.7787,11.9609,1.57,,8.26,,12.36,0.08,0.04
Baymont FR Equity Fund A2,F000014ISC,ZAE000277893,20/09/2019,2.9811,4.5752,11.5519,11.5519,11.5519,11.5841,11.7902,11.9133,11.9971,11.9171,11.9171,11.9171,11.7859,11.6945,11.644,11.5507,11.7431,11.7431,11.7431,11.736,11.9558,11.8269,11.7196,11.7223,11.7223,11.7223,11.6373,11.6304,11.7693,11.8718,11.8284,11.8284,11.8284,11.8962,12.0804,1.57,,8.26,,12.36,0.11,0.04
BCI Best Blend Global Equity A,F000002SBS,ZAE000126603,09/10/2008,3.1161,2.2463,3.2765,3.2765,3.2765,3.2677,3.2772,3.3384,3.3633,3.39,3.39,3.39,3.3454,3.3148,3.2997,3.3159,3.3115,3.3115,3.3115,3.2657,3.2998,3.3461,3.3272,3.3203,3.3203,3.3203,3.3545,3.3538,3.3313,3.3422,3.3373,3.3373,3.3373,3.3786,3.3501,2.3,,11.12,,18.36,,0.02
BCI Best Blend Global Equity A1,F00000XO47,ZAE000221909,11/08/2016,3.1268,2.2586,3.3517,3.3517,3.3517,3.3427,3.3525,3.4151,3.4405,3.4679,3.4679,3.4679,3.4222,3.3909,3.3754,3.3921,3.3876,3.3876,3.3876,3.3408,3.3757,3.423,3.4037,3.3967,3.3967,3.3967,3.4318,3.4311,3.4081,3.4192,3.4142,3.4142,3.4142,3.4565,3.4274,2.3,,11.12,,18.36,,0.02
BCI Best Blend Global Equity B,F00000WCKS,ZAE000194932,27/05/2015,3.1478,2.2789,3.4183,3.4183,3.4183,3.4092,3.4192,3.4831,3.5091,3.537,3.537,3.537,3.4904,3.4586,3.4428,3.4598,3.4552,3.4552,3.4552,3.4076,3.4432,3.4915,3.4718,3.4646,3.4646,3.4646,3.5005,3.4998,3.4764,3.4878,3.4827,3.4827,3.4827,3.5259,3.4962,2.3,,11.12,,18.36,,0.02
BCI Best Blend Global Equity C,F00000W4NN,ZAE000204699,13/05/2015,3.1803,2.3141,3.512,3.512,3.512,3.5027,3.513,3.5787,3.6054,3.6342,3.6342,3.6342,3.5864,3.5537,3.5376,3.5551,3.5504,3.5504,3.5504,3.5015,3.5383,3.5879,3.5677,3.5604,3.5604,3.5604,3.5973,3.5967,3.5726,3.5844,3.5791,3.5791,3.5791,3.6236,3.5932,2.3,,11.12,,18.36,0.02,0.02
BCI Best Blend Global Equity D,F00000W6HK,ZAE000201117,09/03/2015,3.2045,2.3401,3.5597,3.5597,3.5597,3.5503,3.5609,3.6275,3.6546,3.6837,3.6837,3.6837,3.6355,3.6023,3.586,3.6037,3.599,3.599,3.599,3.5496,3.5868,3.6372,3.6167,3.6093,3.6093,3.6093,3.6469,3.6463,3.6219,3.6338,3.6286,3.6286,3.6286,3.6737,3.643,2.3,,11.12,,18.36,0.08,0.02
BCI Best Blend Global Equity E,F00000W6HL,ZAE000202578,31/03/2015,3.2146,2.3512,3.5883,3.5883,3.5883,3.579,3.5896,3.6567,3.6841,3.7135,3.7135,3.7135,3.6649,3.6314,3.6149,3.6329,3.6282,3.6282,3.6282,3.5784,3.6158,3.6667,3.6461,3.6386,3.6386,3.6386,3.6766,3.676,3.6513,3.6634,3.6581,3.6581,3.6581,3.7037,3.6727,2.3,,11.12,,18.36,0.09,0.02
BCI Best Blend Global Equity S,F00000U3QX,ZAE000191938,08/12/2020,3.2465,2.3797,3.537,3.537,3.537,3.5279,3.5383,3.6045,3.6316,3.6605,3.6605,3.6605,3.6127,3.5799,3.5636,3.5814,3.5767,3.5767,3.5767,3.5278,3.5647,3.6148,3.5945,3.5872,3.5872,3.5872,3.6248,3.6242,3.6,3.6118,3.6067,3.6067,3.6067,3.6518,3.6212,2.3,,11.12,,18.36,0.1,0.02
BCI Best Blend Global Property A,F00000W0C3,ZAE000203089,01/06/2015,-2.4633,-2.3748,1.2317,1.2317,1.2317,1.2381,1.2371,1.2568,1.2536,1.2459,1.2459,1.2459,1.2293,1.2121,1.2065,1.2172,1.2048,1.2048,1.2048,1.2061,1.2064,1.2255,1.2209,1.2169,1.2169,1.2169,1.2005,1.2011,1.1952,1.1994,1.1953,1.1953,1.1953,1.2014,1.2025,1.08,,6.99,,12.53,0.03,0.04
BCI Best Blend Global Property B,F00000W0C4,ZAE000203097,01/06/2015,-2.4214,-2.3247,1.2737,1.2737,1.2737,1.2804,1.2794,1.2997,1.2964,1.2884,1.2884,1.2884,1.2714,1.2536,1.2478,1.259,1.2461,1.2461,1.2461,1.2476,1.2478,1.2677,1.2629,1.2588,1.2588,1.2588,1.242,1.2425,1.2365,1.2407,1.2366,1.2366,1.2366,1.2429,1.2441,1.08,,6.99,,12.53,0.03,0.04
BCI Best Blend Specialist Equity B,F00000T31F,ZAE000186870,04/03/2014,5.011,6.0164,1.6393,1.6393,1.6393,1.6426,1.6669,1.6787,1.6814,1.6778,1.6778,1.6778,1.6762,1.6668,1.6632,1.6561,1.6699,1.6699,1.6699,1.6772,1.7005,1.6917,1.6798,1.6759,1.6759,1.6759,1.6785,1.6782,1.7069,1.7254,1.7257,1.7257,1.7257,1.7215,1.738,1.36,,7.53,,11.74,0.02,0.04
BCI Best Blend Specialist Equity C,F00000T31E,ZAE000188165,04/03/2014,4.9897,6.0025,1.6157,1.6157,1.6157,1.6189,1.6429,1.6544,1.657,1.6536,1.6536,1.6536,1.652,1.6427,1.6391,1.6322,1.6457,1.6457,1.6457,1.6528,1.6757,1.6671,1.6553,1.6516,1.6516,1.6516,1.6541,1.6538,1.682,1.7002,1.7006,1.7006,1.7006,1.6963,1.7127,1.36,,7.53,,11.74,0.02,0.04
BCI Best Blend Specialist Equity D,F00000UHI9,ZAE000193306,15/08/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,,7.53,,11.74,,0.04
BCI Best Blend Specialist Equity E,F00000UHIA,ZAE000193330,15/08/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,,7.53,,11.74,,0.04
BCI Best Blend Specialist Equity S,F00000T31H,ZAE000188173,04/03/2014,5.0902,6.1096,1.7707,1.7707,1.7707,1.7743,1.8007,1.8132,1.8162,1.8124,1.8124,1.8124,1.8109,1.8008,1.7969,1.7892,1.8043,1.8043,1.8043,1.8123,1.8375,1.8279,1.8153,1.8112,1.8112,1.8112,1.8142,1.8139,1.8449,1.8648,1.8654,1.8654,1.8654,1.8608,1.8788,1.36,,7.53,,11.74,0.02,0.04
BCI Credo Global Equity FF A,F000014SPA,ZAE000278818,04/02/2020,9.9441,10.3863,1.1987,1.1987,1.1987,1.1892,1.1963,1.2627,1.2563,1.2579,1.2579,1.2579,1.2424,1.2272,1.228,1.2274,1.2451,1.2451,1.2451,1.2234,1.2557,1.2727,1.257,1.2635,1.2635,1.2635,1.2755,1.2746,1.2845,1.2882,1.3008,1.3008,1.3008,1.3179,1.3232,2.82,,10.64,,19.97,,0.02
BCI Credo Global Equity FF B,F000014SPB,ZAE000282463,03/02/2020,9.9901,10.4342,1.2167,1.2167,1.2167,1.2071,1.2143,1.2818,1.2752,1.2769,1.2769,1.2769,1.2612,1.2458,1.2467,1.246,1.264,1.264,1.264,1.242,1.2749,1.2921,1.2762,1.2829,1.2829,1.2829,1.2951,1.2942,1.3042,1.308,1.3208,1.3208,1.3208,1.3382,1.3436,2.82,,10.64,,19.97,,0.02
BCI Enhanced Equity B,F00000WC4J,ZAE000206363,17/09/2015,5.6406,7.4663,1.7619,1.7619,1.7619,1.7672,1.8199,1.8216,1.8317,1.8168,1.8168,1.8168,1.8069,1.7916,1.7911,1.769,1.8092,1.8092,1.8092,1.8103,1.8522,1.8211,1.8101,1.8071,1.8071,1.8071,1.8226,1.8245,1.8515,1.8613,1.8466,1.8466,1.8466,1.8613,1.8935,1.74,,9.28,,13.09,0.02,0.03
BCI Fundsmith Equity FF A,F00001255L,ZAE000263877,31/01/2019,5.2874,3.5293,1.5417,1.5417,1.5417,1.5042,1.5277,1.5594,1.5687,1.5696,1.5696,1.5696,1.5379,1.5315,1.5399,1.5578,1.5623,1.5623,1.5623,1.5401,1.5713,1.5871,1.576,1.5531,1.5531,1.5531,1.5958,1.6107,1.6096,1.5813,1.5846,1.5846,1.5846,1.6232,1.5961,9.94,,24.09,,30.86,,0.01
BCI Fundsmith Equity FF B,F00001255M,ZAE000263885,31/01/2019,5.2995,3.5456,1.5523,1.5523,1.5523,1.5146,1.5382,1.5701,1.5796,1.5804,1.5804,1.5804,1.5485,1.5421,1.5505,1.5686,1.5731,1.5731,1.5731,1.5508,1.5823,1.5982,1.587,1.5639,1.5639,1.5639,1.607,1.622,1.6208,1.5924,1.5958,1.5958,1.5958,1.6346,1.6074,9.94,,24.09,,30.86,,0.01
BCI GinsGlobal Global Equity Index FF A,F00001DS0L,ZAE000308433,14/04/2022,8.1166,7.5274,0.9844,0.9844,0.9844,0.9658,0.9713,0.9837,1.0147,1.0155,1.0155,1.0155,0.9943,0.9839,0.9856,0.9875,0.9954,0.9954,0.9954,0.9729,0.9975,1.0172,1.0033,1.004,1.004,1.004,1.028,1.0285,1.0331,1.0289,1.0354,1.0354,1.0354,1.0643,1.0585,3.19,,14.72,,21.79,,0.02
BCI GinsGlobal Global Equity Index FF B,F00001DPME,ZAE000308441,01/04/2022,8.1227,7.5439,0.9849,0.9849,0.9849,0.9664,0.9719,0.9843,1.0153,1.0161,1.0161,1.0161,0.9948,0.9845,0.9862,0.9881,0.996,0.996,0.996,0.9735,0.9981,1.0178,1.0039,1.0046,1.0046,1.0046,1.0287,1.0292,1.0338,1.0295,1.0361,1.0361,1.0361,1.0649,1.0592,3.19,,14.72,,21.79,,0.02
BCI GinsGlobal Global Equity Index FF I,F00001DZIO,ZAE000310645,24/05/2022,8.1297,7.5439,0.9902,0.9902,0.9902,0.9716,0.9771,0.9896,1.0207,1.0215,1.0215,1.0215,1.0002,0.9897,0.9915,0.9934,1.0014,1.0014,1.0014,0.9787,1.0035,1.0233,1.0093,1.01,1.01,1.01,1.0342,1.0347,1.0393,1.035,1.0417,1.0417,1.0417,1.0707,1.0649,3.19,,14.72,,21.79,,0.02
BCI Guernsey Global Growth FF A,F0000160GZ,ZAE000291886,06/11/2020,6.2472,4.5516,1.1029,1.1029,1.1029,1.0976,1.0863,1.0912,1.1304,1.1434,1.1434,1.1434,1.1262,1.1153,1.1142,1.1208,1.1039,1.1039,1.1039,1.1071,1.1055,1.1339,1.1356,1.1378,1.1378,1.1378,1.1341,1.152,1.1384,1.1479,1.1536,1.1536,1.1536,1.1718,1.1531,,,,,,,0.02
BCI Guernsey Global Growth FF B,F0000162EK,ZAE000291894,06/11/2020,6.2596,4.5681,1.1055,1.1055,1.1055,1.1003,1.0889,1.0939,1.1331,1.1462,1.1462,1.1462,1.129,1.118,1.1169,1.1235,1.1066,1.1066,1.1066,1.1098,1.1082,1.1366,1.1383,1.1406,1.1406,1.1406,1.1369,1.1548,1.1412,1.1507,1.1564,1.1564,1.1564,1.1747,1.156,,,,,,,0.02
BCI Lindsell Train Global Equity FF A,F000015UCW,ZAE000290128,12/10/2020,3.8754,4.1599,0.9544,0.9544,0.9544,0.9445,0.9602,0.976,0.9762,0.9742,0.9742,0.9742,0.957,0.9511,0.9507,0.9704,0.9639,0.9639,0.9639,0.9544,0.9686,0.9716,0.9689,0.9568,0.9568,0.9568,0.9752,0.9861,0.9777,0.9808,0.9808,0.9808,0.9808,0.9913,0.9941,3.69,,16.09,,26.35,,0.02
BCI Lindsell Train Global Equity FF B,F000015UCX,ZAE000290136,12/10/2020,3.8941,4.1887,0.9588,0.9588,0.9588,0.949,0.9646,0.9806,0.9808,0.9787,0.9787,0.9787,0.9615,0.9556,0.9552,0.975,0.9685,0.9685,0.9685,0.9589,0.9731,0.9762,0.9734,0.9614,0.9614,0.9614,0.9799,0.9908,0.9824,0.9855,0.9855,0.9855,0.9855,0.9961,0.9989,3.69,,16.09,,26.35,,0.02
BCI Lindsell Train Global Equity FF W,F00001D3QL,ZAE000304390,15/11/2021,3.8847,4.181,0.9507,0.9507,0.9507,0.9409,0.9566,0.9723,0.9726,0.9705,0.9705,0.9705,0.9534,0.9475,0.9472,0.9668,0.9603,0.9603,0.9603,0.9507,0.9649,0.9679,0.9653,0.9533,0.9533,0.9533,0.9716,0.9825,0.9741,0.9771,0.9771,0.9771,0.9771,0.9877,0.9905,3.69,,16.09,,26.35,,0.02
BCI Martello Global Equity Feeder A,F00001E8X5,ZAE000309845,15/07/2022,12.193,11.072,0.9366,0.9366,0.9366,0.9261,0.938,0.9828,0.9797,0.9757,0.9757,0.9757,0.9638,0.9563,0.9552,0.9581,0.9749,0.9749,0.9749,0.9526,0.9788,0.9952,0.9851,0.9853,0.9853,0.9853,1.0143,1.0128,1.01,1.0143,1.0228,1.0228,1.0228,1.0508,1.0403,2.6,,10.71,,14.71,,0.03
BCI Sands Capital Emerging Markets FF A,F000016UA2,ZAE000296315,16/04/2021,-3.6171,-3.8954,0.7188,0.7188,0.7188,0.7198,0.7148,0.7424,0.7528,0.7557,0.7557,0.7557,0.7393,0.7247,0.7123,0.7149,0.7023,0.7023,0.7023,0.6908,0.7044,0.7161,0.6976,0.6978,0.6978,0.6978,0.7063,0.6828,0.6777,0.6737,0.6836,0.6836,0.6836,0.6928,0.6908,5.25,,18.47,,29.95,,0.01
BCI Sands Capital Emerging Markets FF B,F000016ULI,ZAE000296323,19/04/2021,-3.5986,-3.8754,0.7225,0.7225,0.7225,0.7235,0.7185,0.7462,0.7567,0.7596,0.7596,0.7596,0.7431,0.7285,0.716,0.7187,0.706,0.706,0.706,0.6945,0.7081,0.7199,0.7013,0.7015,0.7015,0.7015,0.71,0.6865,0.6813,0.6773,0.6873,0.6873,0.6873,0.6965,0.6945,5.25,,18.47,,29.95,,0.01
BCI Sands Capital Emerging Markets FF W,F00001D3QM,ZAE000304408,15/11/2021,-3.5971,-3.8877,0.7228,0.7228,0.7228,0.7238,0.7188,0.7465,0.757,0.7599,0.7599,0.7599,0.7434,0.7288,0.7163,0.7189,0.7063,0.7063,0.7063,0.6947,0.7084,0.7201,0.7016,0.7018,0.7018,0.7018,0.7103,0.6867,0.6815,0.6775,0.6875,0.6875,0.6875,0.6968,0.6947,5.25,,18.47,,29.95,,0.01
BCI Sands Capital Global Growth FF A,F000016UA3,ZAE000296331,16/04/2021,6.4968,7.0347,0.7065,0.7065,0.7065,0.6965,0.7042,0.7491,0.7505,0.7545,0.7545,0.7545,0.7324,0.718,0.7067,0.7115,0.7111,0.7111,0.7111,0.6869,0.7158,0.7284,0.7158,0.7198,0.7198,0.7198,0.7354,0.7331,0.7463,0.7415,0.7438,0.7438,0.7438,0.7524,0.7562,9.44,,28.97,,43.76,,0
BCI Sands Capital Global Growth FF B,F000016ULJ,ZAE000296349,19/04/2021,6.5153,7.0512,0.7091,0.7091,0.7091,0.6991,0.7068,0.7519,0.7533,0.7573,0.7573,0.7573,0.7351,0.7206,0.7093,0.7141,0.7138,0.7138,0.7138,0.6895,0.7184,0.7312,0.7185,0.7225,0.7225,0.7225,0.7382,0.7359,0.7491,0.7443,0.7466,0.7466,0.7466,0.7553,0.7591,9.44,,28.97,,43.76,,0
BCI Sands Capital Global Growth FF W,F00001D3QN,ZAE000304416,15/11/2021,6.5058,7.0421,0.7086,0.7086,0.7086,0.6985,0.7062,0.7513,0.7527,0.7567,0.7567,0.7567,0.7346,0.7201,0.7088,0.7136,0.7132,0.7132,0.7132,0.6889,0.7179,0.7306,0.7179,0.7219,0.7219,0.7219,0.7376,0.7353,0.7485,0.7437,0.7461,0.7461,0.7461,0.7547,0.7585,9.44,,28.97,,43.76,,0
Benguela Equity 27Four A1,F00000ZNS7,ZAE000247037,01/08/2017,3.8429,5.8329,1.1012,1.1012,1.1012,1.1055,1.135,1.1311,1.1409,1.1317,1.1317,1.1317,1.1304,1.123,1.1185,1.1065,1.1283,1.1283,1.1283,1.1356,1.1555,1.1332,1.1201,1.119,1.119,1.119,1.1138,1.1141,1.1395,1.1485,1.1427,1.1427,1.1427,1.1435,1.1654,1.76,,9.37,,12.37,0.03,0.04
Benguela Equity 27Four B,F00000ZNS8,ZAE000247045,01/08/2017,3.8921,5.8809,1.1309,1.1309,1.1309,1.1355,1.1658,1.1618,1.172,1.1624,1.1624,1.1624,1.1612,1.1536,1.149,1.1367,1.1592,1.1592,1.1592,1.1666,1.187,1.1642,1.1507,1.1497,1.1497,1.1497,1.1443,1.1447,1.1709,1.18,1.1741,1.1741,1.1741,1.175,1.1975,1.76,,9.37,,12.37,0.03,0.04
Benguela Equity 27Four B3,F00000ZNS9,ZAE000247946,07/08/2017,3.9307,5.9277,1.0707,1.0707,1.0707,1.0752,1.1038,1.1002,1.1097,1.1007,1.1007,1.1007,1.0996,1.0924,1.0881,1.0764,1.0977,1.0977,1.0977,1.1047,1.1241,1.1025,1.0898,1.0888,1.0888,1.0888,1.0838,1.0841,1.1089,1.1176,1.112,1.112,1.112,1.1128,1.1342,1.76,,9.37,,12.37,,0.04
Benguela Global Equity 27Four FF A1,F0000151JJ,ZAE000278735,20/01/2020,5.5665,5.0013,1.1677,1.1677,1.1677,1.1648,1.168,1.2029,1.2052,1.2155,1.2155,1.2155,1.1864,1.1803,1.1798,1.1874,1.1794,1.1794,1.1794,1.168,1.1864,1.2119,1.2043,1.2063,1.2063,1.2063,1.215,1.2266,1.2166,1.2186,1.2156,1.2156,1.2156,1.2327,1.2261,4,,15.11,,22.03,,0.02
Benguela Global Equity 27Four FF B1,F00001CN0Z,ZAE000278743,01/10/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,15.11,,22.03,,0.02
Benguela Global Equity 27Four FF C1,F000014F9I,ZAE000278750,07/10/2019,5.6238,5.0485,1.1647,1.1647,1.1647,1.1618,1.1651,1.1999,1.2025,1.2128,1.2128,1.2128,1.1837,1.1777,1.1772,1.1848,1.1768,1.1768,1.1768,1.1654,1.1838,1.2092,1.2017,1.2037,1.2037,1.2037,1.2124,1.224,1.214,1.2161,1.2131,1.2131,1.2131,1.2302,1.2235,4,,15.11,,22.03,,0.02
BlueAlpha BCI Equity A,F00000T31P,ZAE000188603,03/03/2014,8.3503,8.5596,1.7532,1.7532,1.7532,1.7523,1.7871,1.7988,1.8088,1.8034,1.8034,1.8034,1.7951,1.7952,1.7968,1.794,1.8145,1.8145,1.8145,1.8143,1.845,1.838,1.8235,1.8176,1.8176,1.8176,1.8377,1.8612,1.8842,1.8889,1.888,1.888,1.888,1.8996,1.9033,2.39,,13.12,,14.75,0.01,0.03
BlueAlpha BCI Equity B,F00000T31Q,ZAE000188611,13/03/2020,8.4107,8.6258,1.7021,1.7021,1.7021,1.7012,1.7351,1.7464,1.7561,1.7509,1.7509,1.7509,1.7429,1.7431,1.7447,1.7421,1.762,1.762,1.762,1.7619,1.7917,1.7849,1.7709,1.7653,1.7653,1.7653,1.7849,1.8077,1.8301,1.8347,1.8339,1.8339,1.8339,1.8453,1.8489,2.39,,13.12,,14.75,0.02,0.03
BlueAlpha BCI Equity C,F00000T31R,ZAE000188694,03/03/2014,8.3923,8.601,1.8282,1.8282,1.8282,1.8271,1.8636,1.8757,1.8862,1.8805,1.8805,1.8805,1.872,1.8721,1.8738,1.871,1.8923,1.8923,1.8923,1.8922,1.9243,1.9168,1.9018,1.8958,1.8958,1.8958,1.9167,1.9413,1.9654,1.9703,1.9693,1.9693,1.9693,1.9816,1.9854,2.39,,13.12,,14.75,0.02,0.03
BlueAlpha BCI Equity D,F000010G48,ZAE000257556,25/04/2018,8.4771,8.6918,1.8396,1.8396,1.8396,1.8387,1.8754,1.8877,1.8982,1.8925,1.8925,1.8925,1.8841,1.8843,1.8861,1.8833,1.9048,1.9048,1.9048,1.9048,1.9371,1.9298,1.9147,1.9087,1.9087,1.9087,1.9299,1.9546,1.9789,1.984,1.9831,1.9831,1.9831,1.9955,1.9995,2.39,,13.12,,14.75,,0.03
BlueAlpha BCI Equity E,F000015DTI,ZAE000287686,10/06/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.39,,13.12,,14.75,,0.03
BlueAlpha BCI Global Equity A,F00000UE2L,ZAE000193272,01/09/2014,7.5945,4.861,2.8389,2.8389,2.8389,2.791,2.8267,2.9271,2.9456,2.9582,2.9582,2.9582,2.8672,2.8354,2.8279,2.8438,2.8537,2.8537,2.8537,2.7847,2.8509,2.9154,2.8923,2.8847,2.8847,2.8847,2.9502,2.9913,2.9907,2.9587,2.9539,2.9539,2.9539,3.0545,2.9769,5.32,,16.8,,23.81,,0.01
BlueAlpha BCI Global Equity B,F00000UEB1,ZAE000193280,01/09/2014,7.7103,4.9784,3.2026,3.2026,3.2026,3.1489,3.1894,3.3027,3.3236,3.338,3.338,3.338,3.2356,3.1999,3.1915,3.2096,3.2208,3.2208,3.2208,3.1433,3.2181,3.2911,3.2651,3.2567,3.2567,3.2567,3.331,3.3775,3.3769,3.341,3.3356,3.3356,3.3356,3.4495,3.3621,5.32,,16.8,,23.81,0.03,0.01
BlueAlpha BCI Global Equity C,F00000UHIC,ZAE000193298,21/09/2014,7.6387,4.9034,2.9135,2.9135,2.9135,2.8645,2.9012,3.0042,3.0232,3.0362,3.0362,3.0362,2.9429,2.9103,2.9027,2.919,2.9292,2.9292,2.9292,2.8584,2.9265,2.9927,2.9691,2.9614,2.9614,2.9614,3.0287,3.0709,3.0703,3.0375,3.0326,3.0326,3.0326,3.1361,3.0564,5.32,,16.8,,23.81,0.02,0.01
BlueAlpha BCI Global Equity D,F00000W6HN,ZAE000200580,11/03/2015,7.6534,4.9177,2.9963,2.9963,2.9963,2.9459,2.9837,3.0896,3.1093,3.1226,3.1226,3.1226,3.0267,2.9932,2.9853,3.0021,3.0127,3.0127,3.0127,2.9399,3.01,3.0781,3.0538,3.0458,3.0458,3.0458,3.1152,3.1586,3.1579,3.1242,3.1192,3.1192,3.1192,3.2257,3.1437,5.32,,16.8,,23.81,0.02,0.01
BlueAlpha BCI Global Equity E,F0000145YR,ZAE000276481,04/09/2019,7.6647,4.9302,2.9631,2.9631,2.9631,2.9134,2.9507,3.0555,3.0748,3.0881,3.0881,3.0881,2.9933,2.9601,2.9523,2.969,2.9794,2.9794,2.9794,2.9075,2.9768,3.0442,3.0201,3.0123,3.0123,3.0123,3.0809,3.1238,3.1233,3.0899,3.085,3.085,3.085,3.1903,3.1092,5.32,,16.8,,23.81,,0.01
BlueAlpha BCI Global Equity F,F00001CRN9,ZAE000303186,27/09/2021,7.6602,4.9245,2.9522,2.9522,2.9522,2.9026,2.9397,3.0442,3.0636,3.0767,3.0767,3.0767,2.9822,2.9492,2.9415,2.9581,2.9684,2.9684,2.9684,2.8968,2.9657,3.0329,3.0089,3.001,3.001,3.001,3.0695,3.1122,3.1116,3.0784,3.0734,3.0734,3.0734,3.1783,3.0976,5.32,,16.8,,23.81,0.02,0.01
Brenthurst BCI Global Equity FF A,F000016DNP,ZAE000291134,19/01/2021,7.5402,6.9221,0.9708,0.9708,0.9708,0.9614,0.9773,0.9947,0.9946,1.0042,1.0042,1.0042,0.9799,0.9732,0.9814,0.9877,0.9853,0.9853,0.9853,0.9783,0.991,1.0002,1.0004,0.9961,0.9961,0.9961,1.0126,1.0251,1.0202,1.0215,1.0204,1.0204,1.0204,1.044,1.038,2.29,2.85,11,12.53,17.69,,0.02
Capita BCI Equity Fund A,F000002CWC,ZAE000078358,27/02/2006,3.7547,5.344,2.7996,2.7996,2.7996,2.805,2.872,2.8602,2.8799,2.8547,2.8547,2.8547,2.8503,2.8424,2.83,2.8077,2.8538,2.8538,2.8538,2.8713,2.9135,2.8717,2.8421,2.8436,2.8436,2.8436,2.8304,2.8344,2.8815,2.9137,2.9035,2.9035,2.9035,2.9047,2.9492,1.26,,6.97,,9.61,0.03,0.06
Capita BCI Equity Fund B,F00000OYEA,ZAE000171237,01/10/2012,3.7908,5.3826,2.6337,2.6337,2.6337,2.6388,2.702,2.6909,2.7093,2.6857,2.6857,2.6857,2.6817,2.6742,2.6626,2.6416,2.6851,2.6851,2.6851,2.7015,2.7413,2.702,2.6742,2.6756,2.6756,2.6756,2.6634,2.6672,2.7115,2.7417,2.7323,2.7323,2.7323,2.7335,2.7754,1.26,,6.97,,9.61,0.04,0.06
